,name,container,cas,mw,solute_smiles,solvent_smiles,solvent_name,dm300,dm300_error,full_smiles
247,Naproxen,RB28,22204-53-1,230.0942943,O=C([C@H](C1=CC2=CC=C(OC)C=C2C=C1)C)O,CO,Methanol,0.9712583330438418,0.0017,O=C([C@H](C1=CC2=CC=C(OC)C=C2C=C1)C)O.CO
248,"2,5- Difluoronitrobenzene",,364-74-9,159.0131848,FC1=CC=C(F)C([N+]([O-])=O)=C1,CO,Methanol,0.4627649998788911,0.0231,FC1=CC=C(F)C([N+]([O-])=O)=C1.CO
249,"3,5-Dimethoxyaniline",Z3,10272-07-8,153.0,NC1=CC(OC)=CC(OC)=C1,CO,Methanol,0.7853729361072077,0.0586,NC1=CC(OC)=CC(OC)=C1.CO
250,3-Fluoroaniline,,372-19-0,111.0484274,NC1=CC=CC(F)=C1,CO,Methanol,0.3145136202565806,0.0322,NC1=CC=CC(F)=C1.CO
251,Piroxicam,,36322-90-4,307.14514,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,CO,Methanol,1.0530387233635277,0.0017,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O.CO
252,"2,4-Diphenyl-4-methyl-1-pentene",CJ63,6362-80-7,236.35,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2,CO,Methanol,1.052510478670961,0.0005,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2.CO
253,Losartan potassium salt,AP53,124750-99-8,460.1180687,OCC1=C(Cl)N=C(CCCC)N1CC2=CC=C(C=C2)C3=C(C=CC=C3)C4=NN=NN4,CO,Methanol,0.9994435821822807,0.0012,OCC1=C(Cl)N=C(CCCC)N1CC2=CC=C(C=C2)C3=C(C=CC=C3)C4=NN=NN4.CO
254,,Z38,624-28-2,237.0,BrC1=CN=C(Br)C=C1,CO,Methanol,0.33682367878845054,0.0526,BrC1=CN=C(Br)C=C1.CO
255,"1,3-Diiodobenzene",Z35,626-00-6,329.0,IC1=CC(I)=CC=C1,CO,Methanol,0.459554153297275,0.0665,IC1=CC(I)=CC=C1.CO
256,,Z72,624-38-4,329.0,IC1=CC=C(I)C=C1,CO,Methanol,0.4195959786284582,0.0306,IC1=CC=C(I)C=C1.CO
257,2-Phenylbenzimidazole,CB124,716-79-0,194.23,c1ccc(-c2nc3ccccc3[nH]2)cc1,CO,Methanol,0.8767496031825308,0.0849,c1ccc(-c2nc3ccccc3[nH]2)cc1.CO
258,Losartan,,114798-26-4,422.162187,OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4)C=CC=C3)C=C2)CCCC)Cl,CO,Methanol,0.9994435013058063,0.0,OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4)C=CC=C3)C=C2)CCCC)Cl.CO
259,9-(2-Hydroxyethyl)anthracene,,54060-73-0,222.1044651,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13,CO,Methanol,0.9791955502418028,0.0039,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13.CO
260,Naphthol blue black,Q29,1064-48-8,616.0059066,NC1=C(C(S(O)(=O)=O)=CC2=C1C(O)=C(C(S(O)(=O)=O)=C2)/N=N/C3=CC=CC=C3)/N=N/C4=CC=C(C=C4)[N+]([O-])=O,CO,Methanol,1.0201692301423486,0.0,NC1=C(C(S(O)(=O)=O)=CC2=C1C(O)=C(C(S(O)(=O)=O)=C2)/N=N/C3=CC=CC=C3)/N=N/C4=CC=C(C=C4)[N+]([O-])=O.CO
261,Diphenylacetylene,CA150,501-65-5,178.23,C(#Cc1ccccc1)c1ccccc1,CO,Methanol,0.7454543808012892,0.0153,C(#Cc1ccccc1)c1ccccc1.CO
262,1-iodo-4-nitrobenzene,Z136,636-98-6,249.0,O=[N+](C1=CC=C(I)C=C1)[O-],CO,Methanol,0.3425587306839968,0.0542,O=[N+](C1=CC=C(I)C=C1)[O-].CO
263,Methyl red sodium salt,L45,845-10-3,291.098371,O=C(C1=C(C=CC=C1)/N=N/C2=CC=C(C=C2)N(C)C)O,CO,Methanol,1.0101805811711426,0.0336,O=C(C1=C(C=CC=C1)/N=N/C2=CC=C(C=C2)N(C)C)O.CO
264,"5-Amino-1,3-dihydro-2Hbenzimidazol- 2-one",RSY7,95-23-8,149.15,C1=CC2=C(C=C1N)NC(=O)N2,CO,Methanol,0.84273906422223,0.016,C1=CC2=C(C=C1N)NC(=O)N2.CO
265,"2-NITROPHENOL, 98%",D18,88-75-5,139.0,Oc1ccccc1[N+]([O-])=O,CO,Methanol,0.35604203189506023,0.0238,Oc1ccccc1[N+]([O-])=O.CO
266,,Z183,1124-11-4,136.0,CC1=C(N=C(C(=N1)C)C)C,CO,Methanol,0.8285882288105586,0.0158,CC1=C(N=C(C(=N1)C)C)C.CO
267,"COUMARIN 6, 98%",D13,38215-36-0,350.0,CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3sc4ccccc4n3,CO,Methanol,0.9835207836546656,0.0,CCN(CC)c1ccc2C=C(C(=O)Oc2c1)c3sc4ccccc4n3.CO
268,"4,4'-(hexafluoroisopropylidene) dianiline",,1095-78-9,334.0904677,FC(F)(F)C(C1=CC=C(C=C1)N)(C2=CC=C(C=C2)N)C(F)(F)F,CO,Methanol,0.9754185380106841,0.0088,FC(F)(F)C(C1=CC=C(C=C1)N)(C2=CC=C(C=C2)N)C(F)(F)F.CO
269,,Z68,2571-39-3,210.0,O=C(C1=CC=C(C)C(C)=C1)C2=CC=CC=C2,CO,Methanol,0.9126393676829532,0.0351,O=C(C1=CC=C(C)C(C)=C1)C2=CC=CC=C2.CO
270,"4-AMINOPYRIDINE, 98%",D6,504-24-5,94.0,Nc1ccncc1,CO,Methanol,0.1753024006423497,0.0154,Nc1ccncc1.CO
271,Phenacetin,,62-44-2,179.0946287,CCOC1=CC=C(C=C1)NC(C)=O,CO,Methanol,0.8630192041230462,0.0056,CCOC1=CC=C(C=C1)NC(C)=O.CO
272,"2,5- Difluoronitrobenzene",,364-74-9,159.0131848,FC1=CC=C(F)C([N+]([O-])=O)=C1,CO,Methanol,0.4627649998788911,0.0407,FC1=CC=C(F)C([N+]([O-])=O)=C1.CO
273,a-Methylbenzylamine,,618-36-0,121.0891494,NC(C)C1=CC=CC=C1,CO,Methanol,0.5780060015940969,0.0384,NC(C)C1=CC=CC=C1.CO
274,4-Benzoylbenzoic acid,Z106,611-95-0,226.0,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O,CO,Methanol,0.98090127552521,0.039,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O.CO
275,Triptycene,,477-75-8,254.1095504,C12C3=C(C=CC=C3)C(C4=C2C=CC=C4)C5=C1C=CC=C5,CO,Methanol,1.036829258172389,0.0,C12C3=C(C=CC=C3)C(C4=C2C=CC=C4)C5=C1C=CC=C5.CO
276,Hexamethylenetetramine,CF24,100-97-0,140.19,C1N2CN3CN1CN(C2)C3,CO,Methanol,0.9825841532045985,0.0091,C1N2CN3CN1CN(C2)C3.CO
277,4-Iodoanisole,Z137,696-62-8,234.0,COC1=CC=C(C=C1)I,CO,Methanol,0.2889380527559571,0.0222,COC1=CC=C(C=C1)I.CO
278,PYRIMETHAMINE,AP23,58-14-0,248.0,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1,CO,Methanol,0.999733847848915,0.0004,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1.CO
279,"Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide",CB44,75980-60-8,348.37,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C,CO,Methanol,1.0280578405791931,0.0,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C.CO
280,"4-BROMOANILINE, 97%",CC3,106-40-1,170.0,Nc1ccc(Br)cc1,CO,Methanol,0.3729270987151284,0.0598,Nc1ccc(Br)cc1.CO
281,,Z182,619-44-3,262.0,COC(=O)C1=CC=C(C=C1)I,CO,Methanol,0.5747008695503412,0.0198,COC(=O)C1=CC=C(C=C1)I.CO
282,"3-NITROPHENOL, REAGENTPLUS, 99%",Z127,554-84-7,139.0,OC1=CC=CC([N+]([O-])=O)=C1,CO,Methanol,0.4391171534743532,0.0293,OC1=CC=CC([N+]([O-])=O)=C1.CO
283,"1,3,5-Trimethoxybenzene",ck30,621-23-8,168.0786442,COC1=CC(OC)=CC(OC)=C1,CO,Methanol,0.8453250894912824,0.0357,COC1=CC(OC)=CC(OC)=C1.CO
284,2-nitrotoluene,Z131,88-72-2,137.0,CC1=CC=CC=C1[N+](=O)[O-],CO,Methanol,0.337046048654823,0.0468,CC1=CC=CC=C1[N+](=O)[O-].CO
285,"4,5-Dibromo-o-xylene",,24932-48-7,261.8992745,CC1=CC(Br)=C(Br)C=C1C,CO,Methanol,0.8392178036222939,0.0624,CC1=CC(Br)=C(Br)C=C1C.CO
286,N-Methylformanilide,CK44,93-61-8,135.16,CN(C=O)C1=CC=CC=C1,CO,Methanol,0.5279482638465037,0.0203,CN(C=O)C1=CC=CC=C1.CO
287,PYRIMETHAMINE,,58-14-0,248.0828741,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1,CO,Methanol,0.999733847848915,0.0087,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1.CO
288,5-Fluoroisatin,K46,443-69-6,165.0226066,O=C1NC2=C(C=C(F)C=C2)C1=O,CO,Methanol,0.8023646789970141,0.0254,O=C1NC2=C(C=C(F)C=C2)C1=O.CO
289,Enoxacin,AP51,74011-58-8,320.1284686,CCN1C=C(C(C2=CC(F)=C(N3CCNCC3)N=C12)=O)C(O)=O,CO,Methanol,0.9139524781213687,0.0,CCN1C=C(C(C2=CC(F)=C(N3CCNCC3)N=C12)=O)C(O)=O.CO
290,Tetrafluoroterephthalonitrile 5G,"CB104, C79",1835-49-0,199.9997609,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,CO,Methanol,0.9001860688116559,0.004,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F.CO
291,,Z70,581-43-1,160.0,OC1=CC2=CC=C(O)C=C2C=C1,CO,Methanol,0.7861613199796931,0.0338,OC1=CC2=CC=C(O)C=C2C=C1.CO
292,"2,4,6-TRICHLOROPHENOL, 98%",CC5,88-06-2,195.0,Oc1c(Cl)cc(Cl)cc1Cl,CO,Methanol,0.5712618941287124,0.107,Oc1c(Cl)cc(Cl)cc1Cl.CO
293,Triptycene,CB109,477-75-8,254.0,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35,CO,Methanol,1.0368292177341518,0.0003,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35.CO
294,Mepenzolate bromide,AP9,76-90-4,420.0,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,CO,Methanol,0.5636053871683043,0.0518,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C.CO
295,Metformin Hydrochloride,"AP58, RB33",1115-70-4,165.08,CN(C)C(=N)N=C(N)N,CO,Methanol,0.959715804369921,0.0796,CN(C)C(=N)N=C(N)N.CO
296,,Z19,33524-31-1,168.0,COC1=CC=C(OC)C(CO)=C1,CO,Methanol,0.7079138668009354,0.037,COC1=CC=C(OC)C(CO)=C1.CO
297,4-Iodoanisole,Z137,696-62-8,234.0,COC1=CC=C(C=C1)I,CO,Methanol,0.2889380325368385,0.0757,COC1=CC=C(C=C1)I.CO
298,2-amino-4-methyl-benzonitrile,Z96,26830-96-6,132.0,CC1=CC(=C(C=C1)C#N)N,CO,Methanol,0.5826065714608779,0.0619,CC1=CC(=C(C=C1)C#N)N.CO
299,1-Indanol,,6351-10-6,134.0731649,OC1CCC2=C1C=CC=C2,CO,Methanol,0.6251995756121936,0.0818,OC1CCC2=C1C=CC=C2.CO
300,Ibuprofen,,15687-27-1,206.1306798,CC(CC1=CC=C(C(C(O)=O)C)C=C1)C,CO,Methanol,0.9986597273923619,0.0011,CC(CC1=CC=C(C(C(O)=O)C)C=C1)C.CO
301,,Z175,95-50-1,147.0,C1=CC=C(C(=C1)Cl)Cl,CO,Methanol,0.2484232255329395,0.0133,C1=CC=C(C(=C1)Cl)Cl.CO
302,Nizatidine,RB32,76963-41-2,331.1136669,CN/C(NCCSCC1=CSC(CN(C)C)=N1)=C\[N+]([O-])=O,CO,Methanol,1.023454553847331,0.0028,CN/C(NCCSCC1=CSC(CN(C)C)=N1)=C\[N+]([O-])=O.CO
303,Sertraline hydrochloride,AP32,79559-97-0,342.69,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,CO,Methanol,1.0063692368766397,0.0,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21.CO
304,Avobenzone Pharmaceutical Secondary Stan (Avobenzone),,70356-09-1,310.1568946,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,CO,Methanol,0.9561428030454853,0.0,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC.CO
305,4-nitrophenol,Z130,100-02-7,139.0,OC1=CC=C([N+]([O-])=O)C=C1,CO,Methanol,0.4095381196142813,0.1011,OC1=CC=C([N+]([O-])=O)C=C1.CO
306,Ranitidine hydrochloride,,66357-59-3,350.1179393,CN/C(NCCSCC1=CC=C(O1)CN(C)C)=C\[N+]([O-])=O,CO,Methanol,0.9962002738057509,0.0076,CN/C(NCCSCC1=CC=C(O1)CN(C)C)=C\[N+]([O-])=O.CO
307,Triphenylacetic acid,Z94,595-91-5,288.0,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)O,CO,Methanol,1.0220450790896638,0.0,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)O.CO
308,"1,3-dioxoisoindolin-2-yl cyclopropanecarboxylate",,,231.0531578,O=C(N(OC(C1CC1)=O)C2=O)C3=C2C=CC=C3,CO,Methanol,1.009617680909294,0.0039,O=C(N(OC(C1CC1)=O)C2=O)C3=C2C=CC=C3.CO
309,2-Methylpyridine,N54,109-06-8,93.05784922,CC1=NC=CC=C1,CO,Methanol,0.16721455101081217,0.0739,CC1=NC=CC=C1.CO
310,,Z22,626-05-1,235.0,BrC1=CC=CC(Br)=N1,CO,Methanol,0.4208214998450947,0.0619,BrC1=CC=CC(Br)=N1.CO
311,,Z9,92-44-4,160.0,OC1=C(O)C=C2C=CC=CC2=C1,CO,Methanol,0.7400243848576338,0.0338,OC1=C(O)C=C2C=CC=CC2=C1.CO
312,4-AMINO-3-NITROBENZOIC ACID,Z148,1588-83-6,182.0,C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])N,CO,Methanol,0.8070147932075558,0.0302,C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])N.CO
313,Tetrafluoroterephthalonitrile,,1835-49-0,199.9997609,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,CO,Methanol,0.9001860688116559,0.0105,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F.CO
314,Tadalafil,CA114,171596-29-5,389.4,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,CO,Methanol,0.9808570360937113,0.0,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O.CO
315,4-chloroaniline,Z142,106-47-8,127.0,NC1=CC=C(Cl)C=C1,CO,Methanol,0.2765732529667757,0.0351,NC1=CC=C(Cl)C=C1.CO
316,(R)-(+)-1-(4-Methoxyphenyl)ethylamine 5G,CA162,22038-86-4,151.0,N[C@@H](C1=CC=C(OC)C=C1)C,CO,Methanol,0.6842825191971759,0.0234,N[C@@H](C1=CC=C(OC)C=C1)C.CO
317,Propiophenone,D37,93-55-0,135.0,CCC(C1=CC=CC=C1)=O,CO,Methanol,0.5425026046259234,0.0191,CCC(C1=CC=CC=C1)=O.CO
318,"2-Ethylhexyl 2-cyano-3,3-diphenylacrylate",CA81,6197-30-4,361.48,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,CO,Methanol,0.9629258320772336,0.0,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1.CO
319,"2,3,5-TRIMETHYLPNEOL",Z151,697-82-5,136.0,CC1=CC(=C(C(=C1)O)C)C,CO,Methanol,0.8203311249372132,0.0152,CC1=CC(=C(C(=C1)O)C)C.CO
320,2-Phenylbutyric acid,N17,90-27-7,164.2,CCC(C(=O)O)c1ccccc1,CO,Methanol,0.9366465988110624,0.0842,CCC(C(=O)O)c1ccccc1.CO
321,2-(Trifluoromethyl)benzoic acid,Z180,433-97-6,190.0,C1=CC=C(C(=C1)C(=O)O)C(F)(F)F,CO,Methanol,0.9566467039192563,0.0115,C1=CC=C(C(=C1)C(=O)O)C(F)(F)F.CO
322,5-Fluoroisatin,K46,443-69-6,165.02,O=C1NC2=C(C=C(F)C=C2)C1=O,CO,Methanol,0.8023646789970141,0.0063,O=C1NC2=C(C=C(F)C=C2)C1=O.CO
323,Perfluorobenzophenone,,853-39-4,361.9789468,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F,CO,Methanol,1.0027101021069642,0.0,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F.CO
324,Thiacloprid,,111988-49-9,252.023645,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,CO,Methanol,0.8900049742696066,0.0087,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl.CO
325,Methyl orange,"Q26, N30",547-58-0,327.0653566,OS(C1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)N(C)C)(=O)=O,CO,Methanol,1.0288354678805829,0.0,OS(C1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)N(C)C)(=O)=O.CO
326,Bisphenol A,,80-05-7,228.1150298,OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O,CO,Methanol,0.9862398911623489,0.0,OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O.CO
327,rac-BINOL,D32,18531-94-7,286.33,OC1=C(C2=C(C=CC=C3)C3=CC=C2O)C(C=CC=C4)=C4C=C1,CO,Methanol,1.0263578575254684,0.0,OC1=C(C2=C(C=CC=C3)C3=CC=C2O)C(C=CC=C4)=C4C=C1.CO
328,"3,3'-dimethylnaphthidine","K14, T73",13138-48-2,312.1626486,NC(C1=CC=CC=C12)=C(C)C=C2C3=CC(C)=C(N)C4=CC=CC=C34,CO,Methanol,0.9930922717708983,0.0,NC(C1=CC=CC=C12)=C(C)C=C2C3=CC(C)=C(N)C4=CC=CC=C34.CO
329,Mandelic acid,CR18,90-64-2,152.0,OC(C(O)=O)C1=CC=CC=C1,CCOC(C)=O,Etyl acetate,0.37853867245337913,0.117901955,OC(C(O)=O)C1=CC=CC=C1.CCOC(C)=O
330,"benzene-1,2,3-triol",CB 137,87-66-1,126.0,C1=CC(=C(C(=C1)O)O)O,CCOC(C)=O,Etyl acetate,0.3055933090740077,0.134596266,C1=CC(=C(C(=C1)O)O)O.CCOC(C)=O
331,4-Fluorobenzoic acid,CC4,456-22-4,140.0,O=C(O)C1=CC=C(F)C=C1,CCOC(C)=O,Etyl acetate,0.33589788578595353,0.10268652,O=C(O)C1=CC=C(F)C=C1.CCOC(C)=O
332,2-Aminopyridine,CP27,504-29-0,94.0,C1=CC=NC(=C1)N,CCOC(C)=O,Etyl acetate,0.12002244074632884,0.060477263,C1=CC=NC(=C1)N.CCOC(C)=O
333,5-Aminoindole,CA38,5192-03-0,132.16,Nc1ccc2[nH]ccc2c1,CCOC(C)=O,Etyl acetate,0.3440960913668146,0.162706861,Nc1ccc2[nH]ccc2c1.CCOC(C)=O
334,4-Acetoamidophenol,AP37,103-90-2,151.0,OC1=CC=C(NC(C)=O)C=C1,CCOC(C)=O,Etyl acetate,0.4370299035325066,0.110575953,OC1=CC=C(NC(C)=O)C=C1.CCOC(C)=O
335,4-Acetoamidophenol,AP37,103-90-2,151.0633285,OC1=CC=C(NC(C)=O)C=C1,CCOC(C)=O,Etyl acetate,0.4370299035325066,0.035042011,OC1=CC=C(NC(C)=O)C=C1.CCOC(C)=O
336,Aniline,CP37,62-53-3,93.13,C1=CC=C(C=C1)N,CCOC(C)=O,Etyl acetate,0.1256286766372689,0.047446497,C1=CC=C(C=C1)N.CCOC(C)=O
337,5-aminoquinoline,CB77,611-34-7,144.17,Nc1cccc2ncccc12,CCOC(C)=O,Etyl acetate,0.2686186068885808,0.040323318,Nc1cccc2ncccc12.CCOC(C)=O
338,Sesamol,CJ74,533-31-3,138.12,C1OC2=C(O1)C=C(C=C2)O,CCOC(C)=O,Etyl acetate,0.29552263113863786,0.175003193,C1OC2=C(O1)C=C(C=C2)O.CCOC(C)=O
339,,Z70,581-43-1,160.0,OC1=CC2=CC=C(O)C=C2C=C1,CCOC(C)=O,Etyl acetate,0.4701727491276101,0.065802877,OC1=CC2=CC=C(O)C=C2C=C1.CCOC(C)=O
340,"1,3,5-tris(4-carboxyphenyl)benzene",CA157,50446-44-1,438.43,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,CCOC(C)=O,Etyl acetate,0.8993856545636028,0.021733032,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1.CCOC(C)=O
341,"4,4'-Diaminobenzophenone",Z67,611-98-3,212.0,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)N)N,CCOC(C)=O,Etyl acetate,0.6441860204832308,0.085338666,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)N)N.CCOC(C)=O
342,2-phenylbutanoic acid,CK 18,90-27-7,164.0,CCC(C1=CC=CC=C1)C(=O)O,CCOC(C)=O,Etyl acetate,0.5330550369602055,0.084732457,CCC(C1=CC=CC=C1)C(=O)O.CCOC(C)=O
343,,Z24,14753-51-6,268.0,OC1=CC(Br)=C(O)C=C1Br,CCOC(C)=O,Etyl acetate,0.45447638450920613,0.071234662,OC1=CC(Br)=C(O)C=C1Br.CCOC(C)=O
344,5-Bromo-2-methoxypyrimidine,CB16,14001-66-2,189.01,COc1ncc(Br)cn1,CCOC(C)=O,Etyl acetate,0.0944144013412323,0.155730886,COc1ncc(Br)cn1.CCOC(C)=O
345,4-aminobenzanilide,CE5,782-45-6,212.3,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)N,CCOC(C)=O,Etyl acetate,0.5966896756685499,0.041282353,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)N.CCOC(C)=O
346,N-Methylformanilide,CK44,93-61-8,135.16,CN(C=O)C1=CC=CC=C1,CCOC(C)=O,Etyl acetate,0.22695226042300598,0.160613391,CN(C=O)C1=CC=CC=C1.CCOC(C)=O
347,"2,6-Lutidine",CC50,108-48-5,107.0,CC1=NC(C)=CC=C1,CCOC(C)=O,Etyl acetate,0.29901085369878005,0.130101147,CC1=NC(C)=CC=C1.CCOC(C)=O
348,,Z19,33524-31-1,168.0,COC1=CC=C(OC)C(CO)=C1,CCOC(C)=O,Etyl acetate,0.3921130607937394,0.09261848,COC1=CC=C(OC)C(CO)=C1.CCOC(C)=O
349,"3,5-Difluorobenzonitrile",CA78,64248-63-1,139.0233555,N#CC1=CC(F)=CC(F)=C1,CCOC(C)=O,Etyl acetate,0.35278452969727264,0.075705811,N#CC1=CC(F)=CC(F)=C1.CCOC(C)=O
350,Tetrafluoroterephthalonitrile 5G,"CB104, C79",1835-49-0,199.9997609,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,CCOC(C)=O,Etyl acetate,0.5649458768206953,0.038494385,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F.CCOC(C)=O
351,bis(4-hydroxyphenyl)methanone,Z46,611-99-4,214.0,O=C(C1=CC=C(O)C=C1)C2=CC=C(O)C=C2,CCOC(C)=O,Etyl acetate,0.642120147204525,0.081243172,O=C(C1=CC=C(O)C=C1)C2=CC=C(O)C=C2.CCOC(C)=O
352,(R)-(_)-1-Indanol,CA170,697-64-3,134.0,C1CC2=CC=CC=C2C1O,CCOC(C)=O,Etyl acetate,0.3155750835448895,0.119920691,C1CC2=CC=CC=C2C1O.CCOC(C)=O
353,,Z22,626-05-1,235.0,BrC1=CC=CC(Br)=N1,CCOC(C)=O,Etyl acetate,0.26533872212650206,0.079149712,BrC1=CC=CC(Br)=N1.CCOC(C)=O
354,"4,4-(Hexafluoroisopropylidene)bis(benzoic acid)",CA36,1171-47-7,392.0483281,FC(F)(F)C(C1=CC=C(C=C1)C(O)=O)(C2=CC=C(C=C2)C(O)=O)C(F)(F)F,CCOC(C)=O,Etyl acetate,0.8155273252061861,0.071999242,FC(F)(F)C(C1=CC=C(C=C1)C(O)=O)(C2=CC=C(C=C2)C(O)=O)C(F)(F)F.CCOC(C)=O
355,1-Boc-3-pyrrolidinol,CB175,103057-44-9,187.24,CC(C)(C)OC(=O)N1CCC(C1)O,CCOC(C)=O,Etyl acetate,0.5600632199997351,0.096774072,CC(C)(C)OC(=O)N1CCC(C1)O.CCOC(C)=O
356,"1,2,3,4-Tetrahydro-1-naphthol",CB115,529-33-9,148.088815,OC1CCCC2=C1C=CC=C2,CCOC(C)=O,Etyl acetate,0.3399921157688013,0.10319782,OC1CCCC2=C1C=CC=C2.CCOC(C)=O
357,"2,5-Dimethylphenol",CQ44,95-87-4,122.0,OC1=CC(C)=CC=C1C,CCOC(C)=O,Etyl acetate,0.3848034450371498,0.042891045,OC1=CC(C)=CC=C1C.CCOC(C)=O
358,"2,5-Dimethylphenol",CQ44,95-87-4,122.0,OC1=CC(C)=CC=C1C,CCOC(C)=O,Etyl acetate,0.3848034450371498,0.073203714,OC1=CC(C)=CC=C1C.CCOC(C)=O
359,"3,4-Dichloroaniline",CB90,95-76-1,160.98,NC1=CC=C(Cl)C(Cl)=C1,CCOC(C)=O,Etyl acetate,0.2940240507252965,0.115536919,NC1=CC=C(Cl)C(Cl)=C1.CCOC(C)=O
360,"3,4-Dichloroaniline",CB90,95-76-1,160.9799045,NC1=CC=C(Cl)C(Cl)=C1,CCOC(C)=O,Etyl acetate,0.2940240305061779,0.123391143,NC1=CC=C(Cl)C(Cl)=C1.CCOC(C)=O
361,"1,3,5-Trimethoxybenzene",CK30,621-23-8,168.0786442,COC1=CC(OC)=CC(OC)=C1,CCOC(C)=O,Etyl acetate,0.49069284952798153,0.181892548,COC1=CC(OC)=CC(OC)=C1.CCOC(C)=O
362,Menadione,AP28,58-27-5,172.0,O=C(C(C)=C1)C(C=CC=C2)=C2C1=O,CCOC(C)=O,Etyl acetate,0.4126699700995238,0.098462652,O=C(C(C)=C1)C(C=CC=C2)=C2C1=O.CCOC(C)=O
363,"2,5-dibromo-3,4-dinitrothiophene",CA29,52431-30-8,329.7945517,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],CCOC(C)=O,Etyl acetate,0.4681060317007027,0.057342029,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-].CCOC(C)=O
